train_label, mse, rmse, mae, r2
MLPRegressor_77,19.90435,4.46143,3.45293,0.78499
MLPRegressor_78,22.06682,4.69753,3.68528,0.76345
MLPRegressor_79,15.87103,3.98385,3.16766,0.84133
MLPRegressor_80,9.54120,3.08888,2.42974,0.89734
MLPRegressor_81,21.72612,4.66113,3.54997,0.74728
MLPRegressor_82,13.31461,3.64892,2.83788,0.85347
MLPRegressor_83,13.01432,3.60754,2.81143,0.84606
MLPRegressor_84,17.75212,4.21333,3.17185,0.78874
MLPRegressor_85,15.87338,3.98414,2.97492,0.83082
MLPRegressor_86,15.84174,3.98017,3.03845,0.82188
MLPRegressor_87,20.44933,4.52209,3.68195,0.76931
MLPRegressor_88,13.69337,3.70046,2.87895,0.85362
MLPRegressor_89,22.89943,4.78534,3.75633,0.75630
MLPRegressor_90,9.52442,3.08617,2.35889,0.89142
MLPRegressor_91,16.30099,4.03745,3.21949,0.81378
MLPRegressor_92,19.80685,4.45049,3.51397,0.78763
MLPRegressor_93,18.66154,4.31990,3.40239,0.78516
MLPRegressor_94,22.23468,4.71537,3.66415,0.77621
MLPRegressor_95,13.10802,3.62050,2.79116,0.85785
MLPRegressor_96,15.44719,3.93029,2.87579,0.83784
MLPRegressor_97,16.61402,4.07603,3.14554,0.83384
MLPRegressor_98,14.88203,3.85772,2.96853,0.85003
MLPRegressor_99,15.15201,3.89256,2.88130,0.83086
RandomForestRegressor_0,1.63497,1.27866,0.66012,0.98192
RandomForestRegressor_1,1.69500,1.30192,0.69021,0.98009
RandomForestRegressor_2,1.27568,1.12946,0.59476,0.98379
RandomForestRegressor_3,2.30413,1.51794,0.80120,0.97644
RandomForestRegressor_4,1.85127,1.36061,0.70966,0.97580
RandomForestRegressor_5,1.49478,1.22261,0.64358,0.98333
RandomForestRegressor_6,1.75424,1.32448,0.68233,0.98011
RandomForestRegressor_7,1.52037,1.23303,0.67604,0.98303
RandomForestRegressor_8,2.34706,1.53201,0.76743,0.97295
RandomForestRegressor_9,1.29044,1.13598,0.60645,0.98454
RandomForestRegressor_10,2.09622,1.44783,0.76457,0.97957
RandomForestRegressor_11,1.94004,1.39285,0.70925,0.97927
RandomForestRegressor_12,2.00840,1.41718,0.73210,0.97878
RandomForestRegressor_13,1.51832,1.23220,0.65996,0.98127
RandomForestRegressor_14,2.00445,1.41579,0.75236,0.97694
RandomForestRegressor_15,1.48792,1.21980,0.64651,0.98225
RandomForestRegressor_16,1.48499,1.21860,0.63148,0.98179
RandomForestRegressor_17,1.35125,1.16243,0.59445,0.98488
RandomForestRegressor_18,1.61447,1.27062,0.69630,0.98161
RandomForestRegressor_19,1.65780,1.28755,0.68389,0.98015
RandomForestRegressor_20,1.66589,1.29069,0.64125,0.98220
