train_label, mse, rmse, mae, r2
SVR_48,27.95467,5.28722,3.90805,0.71483
SVR_49,26.91846,5.18830,3.63849,0.71458
SVR_50,21.95797,4.68593,3.41472,0.75568
SVR_51,29.80120,5.45905,3.92956,0.69474
SVR_52,26.45068,5.14302,3.73130,0.72647
SVR_53,30.83330,5.55277,4.11087,0.68920
SVR_54,31.67943,5.62845,4.11441,0.69513
SVR_55,30.23767,5.49888,4.01642,0.68760
SVR_56,32.13826,5.66906,4.19954,0.64358
SVR_57,26.19332,5.11794,3.68614,0.72835
SVR_58,26.34975,5.13320,3.69402,0.72074
SVR_59,33.31746,5.77213,4.07927,0.66516
SVR_60,28.34226,5.32375,3.95547,0.70591
SVR_61,30.72837,5.54332,3.99329,0.69414
SVR_62,24.22893,4.92229,3.48530,0.71983
SVR_63,25.93878,5.09301,3.72327,0.72933
SVR_64,23.96349,4.89525,3.60058,0.72925
SVR_65,29.09175,5.39368,3.89292,0.71420
SVR_66,32.38915,5.69115,4.07761,0.66629
SVR_67,32.95065,5.74027,3.98561,0.67947
SVR_68,22.33634,4.72613,3.42787,0.73489
SVR_69,24.96935,4.99693,3.56837,0.72613
SVR_70,24.33367,4.93292,3.72622,0.74228
SVR_71,27.98804,5.29037,3.69477,0.69904
SVR_72,24.38333,4.93795,3.62686,0.72837
SVR_73,41.01615,6.40439,4.61691,0.61818
SVR_74,26.42880,5.14089,3.69440,0.71959
SVR_75,25.79343,5.07872,3.62163,0.71667
SVR_76,30.77472,5.54750,3.86822,0.69216
SVR_77,28.16093,5.30669,3.69124,0.71230
SVR_78,29.54629,5.43565,3.93669,0.67823
SVR_79,28.48934,5.33754,3.73612,0.69460
SVR_80,31.80002,5.63915,4.07101,0.69239
SVR_81,29.14171,5.39831,3.90243,0.69982
SVR_82,27.30758,5.22567,3.73941,0.70069
SVR_83,28.28382,5.31825,3.65213,0.70825
SVR_84,23.21994,4.81871,3.49955,0.74131
SVR_85,30.80504,5.55023,3.93226,0.68806
SVR_86,36.29224,6.02430,4.30327,0.66149
SVR_87,27.22567,5.21782,3.77056,0.72344
SVR_88,34.42918,5.86764,4.25685,0.64007
SVR_89,30.43178,5.51650,3.94767,0.69671
SVR_90,27.31039,5.22593,3.73945,0.70418
SVR_91,31.95611,5.65297,3.99871,0.66705
SVR_92,22.77725,4.77255,3.39208,0.75486
SVR_93,30.29045,5.50368,3.88766,0.67974
SVR_94,33.69471,5.80471,4.05897,0.66137
SVR_95,20.97287,4.57962,3.37871,0.75332
SVR_96,31.19080,5.58487,3.94047,0.67888
