train_label, mse, rmse, mae, r2
MLPRegressor_66,13.65311,3.69501,2.84983,0.85358
MLPRegressor_67,26.87668,5.18427,4.10588,0.69615
MLPRegressor_68,21.11210,4.59479,3.61729,0.75659
MLPRegressor_69,14.01182,3.74324,2.90466,0.84515
MLPRegressor_70,9.29338,3.04850,2.39380,0.89072
MLPRegressor_71,15.16195,3.89383,2.86206,0.83459
MLPRegressor_72,24.57555,4.95737,3.94739,0.76395
MLPRegressor_73,12.59926,3.54954,2.78042,0.87722
MLPRegressor_74,9.71558,3.11698,2.46182,0.89503
MLPRegressor_75,13.72605,3.70487,2.80454,0.84563
MLPRegressor_76,20.52180,4.53010,3.41359,0.77840
MLPRegressor_77,15.74182,3.96760,3.04373,0.83257
MLPRegressor_78,10.08129,3.17511,2.35148,0.88628
MLPRegressor_79,17.69118,4.20609,3.39952,0.80986
MLPRegressor_80,13.43560,3.66546,2.84912,0.85140
MLPRegressor_81,20.29445,4.50494,3.41234,0.75180
MLPRegressor_82,16.65617,4.08120,3.09018,0.80302
MLPRegressor_83,18.27225,4.27460,3.34085,0.81920
MLPRegressor_84,16.14210,4.01772,3.06806,0.83268
MLPRegressor_85,20.15449,4.48938,3.31998,0.78060
MLPRegressor_86,15.50616,3.93779,2.92153,0.82108
MLPRegressor_87,16.47001,4.05833,3.16309,0.82687
MLPRegressor_88,19.44143,4.40924,3.60255,0.79859
MLPRegressor_89,9.28936,3.04784,2.39455,0.89994
MLPRegressor_90,24.14355,4.91361,3.72600,0.74884
MLPRegressor_91,10.10444,3.17875,2.45999,0.89852
MLPRegressor_92,13.14357,3.62541,2.84121,0.87076
MLPRegressor_93,19.77725,4.44716,3.42653,0.78764
MLPRegressor_94,12.68885,3.56214,2.83842,0.83987
MLPRegressor_95,19.46083,4.41144,3.42807,0.79232
MLPRegressor_96,9.89859,3.14620,2.46231,0.89093
MLPRegressor_97,21.58034,4.64546,3.64191,0.77686
MLPRegressor_98,25.46533,5.04632,4.12301,0.72304
MLPRegressor_99,17.67295,4.20392,3.37764,0.81917
RandomForestRegressor_0,1.79303,1.33904,0.75637,0.97918
RandomForestRegressor_1,2.19098,1.48019,0.85128,0.97548
RandomForestRegressor_2,2.96309,1.72136,0.96886,0.96660
RandomForestRegressor_3,1.35318,1.16326,0.66790,0.98334
RandomForestRegressor_4,1.89036,1.37491,0.79195,0.97988
RandomForestRegressor_5,2.43883,1.56167,0.86452,0.97165
RandomForestRegressor_6,1.73505,1.31721,0.73418,0.97994
RandomForestRegressor_7,1.88569,1.37321,0.76819,0.97760
RandomForestRegressor_8,1.90646,1.38075,0.79228,0.97812
RandomForestRegressor_9,2.01129,1.41820,0.77750,0.97658
RandomForestRegressor_10,2.13278,1.46040,0.80569,0.97740
RandomForestRegressor_11,2.25366,1.50122,0.83829,0.97393
RandomForestRegressor_12,1.63992,1.28059,0.72904,0.98173
RandomForestRegressor_13,1.75961,1.32650,0.74903,0.98107
RandomForestRegressor_14,1.66038,1.28856,0.77283,0.98207
RandomForestRegressor_15,1.83476,1.35453,0.77536,0.97975
RandomForestRegressor_16,2.67508,1.63557,0.90693,0.97022
RandomForestRegressor_17,1.62860,1.27617,0.75887,0.97976
RandomForestRegressor_18,1.76788,1.32962,0.73881,0.98110
RandomForestRegressor_19,2.35480,1.53454,0.82811,0.97293
RandomForestRegressor_20,2.13266,1.46036,0.81576,0.97792
RandomForestRegressor_21,1.67686,1.29494,0.74286,0.97962
RandomForestRegressor_22,2.35194,1.53360,0.86409,0.97460
RandomForestRegressor_23,1.69701,1.30269,0.74737,0.98112
RandomForestRegressor_24,2.13540,1.46130,0.80846,0.97681
RandomForestRegressor_25,1.80921,1.34507,0.77908,0.98046
RandomForestRegressor_26,2.09796,1.44843,0.83210,0.97775
RandomForestRegressor_27,2.58806,1.60874,0.90462,0.97162
RandomForestRegressor_28,1.76038,1.32679,0.75909,0.98115
RandomForestRegressor_29,2.37602,1.54143,0.87007,0.97231
RandomForestRegressor_30,2.00523,1.41606,0.82101,0.98003
RandomForestRegressor_31,1.74338,1.32037,0.69434,0.97876
RandomForestRegressor_32,2.25052,1.50017,0.88464,0.97318
RandomForestRegressor_33,2.04359,1.42954,0.81531,0.97640
RandomForestRegressor_34,2.23914,1.49637,0.87256,0.97383
RandomForestRegressor_35,1.44537,1.20224,0.70381,0.98213
RandomForestRegressor_36,2.19785,1.48251,0.84650,0.97467
RandomForestRegressor_37,2.06930,1.43851,0.78327,0.97593
RandomForestRegressor_38,2.57753,1.60547,0.90241,0.97150
RandomForestRegressor_39,2.53597,1.59247,0.82559,0.97433
RandomForestRegressor_40,1.83674,1.35526,0.78570,0.97952
RandomForestRegressor_41,1.61258,1.26988,0.71697,0.97923
RandomForestRegressor_42,1.79170,1.33854,0.79891,0.97856
RandomForestRegressor_43,2.22577,1.49190,0.86060,0.97486
RandomForestRegressor_44,2.46656,1.57053,0.83940,0.97282
RandomForestRegressor_45,2.31069,1.52010,0.84258,0.97403
RandomForestRegressor_46,2.07909,1.44191,0.80310,0.97866
RandomForestRegressor_47,1.60290,1.26606,0.71695,0.98227
