train_label, mse, rmse, mae, r2
MLPRegressor_31,19.35559,4.39950,3.50118,0.80966
MLPRegressor_32,30.15680,5.49152,4.16278,0.69671
MLPRegressor_33,18.70869,4.32535,3.32301,0.80188
MLPRegressor_34,29.40760,5.42288,4.00883,0.70411
MLPRegressor_35,23.12131,4.80846,3.71462,0.74999
MLPRegressor_36,27.10177,5.20594,4.15336,0.69931
MLPRegressor_37,21.84108,4.67344,3.68691,0.76626
MLPRegressor_38,21.19817,4.60415,3.54675,0.78973
MLPRegressor_39,25.21938,5.02189,3.83478,0.72645
MLPRegressor_40,20.93693,4.57569,3.45765,0.76755
MLPRegressor_41,17.46770,4.17944,3.30135,0.81308
MLPRegressor_42,20.31406,4.50711,3.53296,0.79362
MLPRegressor_43,18.24728,4.27168,3.38157,0.80878
MLPRegressor_44,21.55397,4.64263,3.58197,0.76646
MLPRegressor_45,24.55896,4.95570,3.87167,0.76184
MLPRegressor_46,21.09908,4.59337,3.67224,0.76255
MLPRegressor_47,23.55750,4.85361,3.72034,0.74818
MLPRegressor_48,18.18348,4.26421,3.27941,0.80476
MLPRegressor_49,14.26468,3.77686,2.85617,0.85794
MLPRegressor_50,17.68941,4.20588,3.41328,0.77755
MLPRegressor_51,18.09877,4.25427,3.31184,0.80712
MLPRegressor_52,15.60438,3.95024,3.09660,0.83095
MLPRegressor_53,16.51542,4.06392,3.08008,0.81635
MLPRegressor_54,28.56718,5.34483,4.12793,0.70016
MLPRegressor_55,16.19379,4.02415,3.12691,0.83043
MLPRegressor_56,16.05292,4.00661,3.01843,0.85099
MLPRegressor_57,20.16317,4.49034,3.48766,0.78807
MLPRegressor_58,20.49088,4.52668,3.57320,0.80990
MLPRegressor_59,13.19408,3.63237,2.86318,0.85545
MLPRegressor_60,19.16437,4.37771,3.30861,0.79587
MLPRegressor_61,25.98599,5.09765,4.00102,0.70707
MLPRegressor_62,13.80981,3.71615,2.86372,0.86101
MLPRegressor_63,20.51106,4.52891,3.41469,0.76494
MLPRegressor_64,24.96931,4.99693,3.67071,0.70198
MLPRegressor_65,16.76960,4.09507,3.18895,0.83062
MLPRegressor_66,26.17666,5.11631,3.84234,0.73612
MLPRegressor_67,27.61428,5.25493,4.12811,0.69396
MLPRegressor_68,17.54723,4.18894,3.20642,0.81908
MLPRegressor_69,20.18777,4.49308,3.37767,0.80420
MLPRegressor_70,17.86438,4.22663,3.38018,0.81817
MLPRegressor_71,27.12870,5.20852,4.12242,0.71936
MLPRegressor_72,20.93388,4.57536,3.41459,0.76495
MLPRegressor_73,21.49857,4.63665,3.82740,0.77590
MLPRegressor_74,26.18248,5.11688,4.01190,0.73401
MLPRegressor_75,22.09613,4.70065,3.61916,0.79012
