train_label, mse, rmse, mae, r2
GaussianProcessRegressor_36,2.15286,1.46726,0.78460,0.97310
GaussianProcessRegressor_37,2.75250,1.65906,0.88157,0.97354
GaussianProcessRegressor_38,3.11370,1.76457,0.89697,0.96536
GaussianProcessRegressor_39,1.73154,1.31588,0.62894,0.98175
GaussianProcessRegressor_40,1.94955,1.39626,0.70558,0.97795
GaussianProcessRegressor_41,2.03070,1.42503,0.72083,0.97834
GaussianProcessRegressor_42,2.11340,1.45375,0.77869,0.97751
GaussianProcessRegressor_43,2.53096,1.59090,0.84342,0.96966
GaussianProcessRegressor_44,2.31481,1.52145,0.77083,0.97731
GaussianProcessRegressor_45,2.98559,1.72789,0.89373,0.96792
GaussianProcessRegressor_46,2.97768,1.72560,0.88199,0.96866
GaussianProcessRegressor_47,3.10521,1.76216,0.93807,0.96820
GaussianProcessRegressor_48,2.41751,1.55483,0.74810,0.97263
GaussianProcessRegressor_49,2.28286,1.51092,0.81509,0.97671
GaussianProcessRegressor_50,1.67026,1.29239,0.71482,0.97884
GaussianProcessRegressor_51,2.27351,1.50782,0.80154,0.97415
GaussianProcessRegressor_52,2.44130,1.56247,0.85860,0.97287
GaussianProcessRegressor_53,2.81869,1.67890,0.80002,0.97215
GaussianProcessRegressor_54,2.44185,1.56264,0.82425,0.97163
GaussianProcessRegressor_55,1.99046,1.41084,0.77990,0.97725
GaussianProcessRegressor_56,2.27676,1.50889,0.73859,0.97427
GaussianProcessRegressor_57,2.67853,1.63662,0.84813,0.97195
GaussianProcessRegressor_58,2.45761,1.56768,0.85322,0.97318
GaussianProcessRegressor_59,2.52652,1.58950,0.80891,0.97513
GaussianProcessRegressor_60,2.93929,1.71444,0.89055,0.97128
GaussianProcessRegressor_61,1.79284,1.33897,0.70798,0.98034
GaussianProcessRegressor_62,3.03646,1.74254,0.87092,0.96568
GaussianProcessRegressor_63,2.74884,1.65796,0.81227,0.96922
GaussianProcessRegressor_64,2.81429,1.67759,0.88517,0.96935
GaussianProcessRegressor_65,2.68162,1.63756,0.80781,0.96955
GaussianProcessRegressor_66,2.44923,1.56500,0.75639,0.97054
GaussianProcessRegressor_67,2.24518,1.49839,0.76668,0.97533
GaussianProcessRegressor_68,2.40403,1.55049,0.81184,0.97627
GaussianProcessRegressor_69,2.23429,1.49475,0.73220,0.97889
GaussianProcessRegressor_70,2.22407,1.49133,0.74819,0.97308
GaussianProcessRegressor_71,2.16744,1.47222,0.72356,0.97375
GaussianProcessRegressor_72,2.95633,1.71940,0.87646,0.96936
GaussianProcessRegressor_73,2.59375,1.61051,0.82220,0.97287
GaussianProcessRegressor_74,3.19366,1.78708,0.90159,0.96550
GaussianProcessRegressor_75,1.76973,1.33031,0.68753,0.97920
GaussianProcessRegressor_76,2.45371,1.56643,0.81791,0.97147
GaussianProcessRegressor_77,2.00177,1.41484,0.76454,0.97763
GaussianProcessRegressor_78,2.38175,1.54329,0.78124,0.97294
GaussianProcessRegressor_79,2.76106,1.66164,0.81668,0.96764
GaussianProcessRegressor_80,2.46400,1.56971,0.80434,0.97650
GaussianProcessRegressor_81,2.91696,1.70791,0.79825,0.96923
GaussianProcessRegressor_82,1.51713,1.23172,0.64255,0.98261
GaussianProcessRegressor_83,2.92910,1.71146,0.89397,0.97102
GaussianProcessRegressor_84,2.00199,1.41492,0.75404,0.97792
GaussianProcessRegressor_85,2.30724,1.51896,0.77272,0.97427
GaussianProcessRegressor_86,2.10341,1.45031,0.72977,0.97587
GaussianProcessRegressor_87,2.35451,1.53444,0.82343,0.97311
GaussianProcessRegressor_88,2.29277,1.51419,0.73895,0.97583
GaussianProcessRegressor_89,2.10714,1.45160,0.76707,0.97198
GaussianProcessRegressor_90,2.11124,1.45301,0.74119,0.97668
GaussianProcessRegressor_91,2.16869,1.47265,0.72897,0.97528
GaussianProcessRegressor_92,3.05254,1.74715,0.84804,0.96655
GaussianProcessRegressor_93,3.08524,1.75648,0.91157,0.96727
GaussianProcessRegressor_94,2.39962,1.54907,0.84786,0.97386
GaussianProcessRegressor_95,2.16552,1.47157,0.77328,0.97427
GaussianProcessRegressor_96,3.06149,1.74971,0.86030,0.96276
GaussianProcessRegressor_97,2.60910,1.61527,0.82291,0.96985
GaussianProcessRegressor_98,2.32502,1.52480,0.85063,0.97203
GaussianProcessRegressor_99,2.18409,1.47787,0.79135,0.97583
MLPRegressor_0,18.68462,4.32257,3.24684,0.82319
MLPRegressor_1,27.38874,5.23343,4.08246,0.70889
MLPRegressor_2,17.01185,4.12454,3.26221,0.80648
MLPRegressor_3,18.33615,4.28207,3.20726,0.82137
MLPRegressor_4,32.82351,5.72918,4.37851,0.69238
MLPRegressor_5,24.61021,4.96087,3.90003,0.72499
MLPRegressor_6,15.14261,3.89135,3.02264,0.84636
MLPRegressor_7,36.50639,6.04205,4.75628,0.65032
MLPRegressor_8,21.34258,4.61980,3.64299,0.77570
MLPRegressor_9,15.80573,3.97564,3.01773,0.82790
MLPRegressor_10,20.71255,4.55110,3.40860,0.78686
MLPRegressor_11,14.87788,3.85719,2.85721,0.83384
MLPRegressor_12,26.64620,5.16200,4.19867,0.71439
MLPRegressor_13,25.14018,5.01400,3.92705,0.73687
MLPRegressor_14,10.94227,3.30791,2.66227,0.87593
MLPRegressor_15,22.57963,4.75180,3.76574,0.75883
MLPRegressor_16,27.72535,5.26549,4.22670,0.72183
MLPRegressor_17,14.04539,3.74772,2.94636,0.84357
MLPRegressor_18,19.90683,4.46171,3.49168,0.76451
MLPRegressor_19,13.57703,3.68470,2.76972,0.85424
MLPRegressor_20,21.57215,4.64458,3.63474,0.77028
MLPRegressor_21,16.96746,4.11916,3.13804,0.82707
MLPRegressor_22,24.85179,4.98516,4.01765,0.74964
MLPRegressor_23,18.76031,4.33132,3.39583,0.80832
MLPRegressor_24,20.79395,4.56004,3.58801,0.78274
MLPRegressor_25,18.65116,4.31870,3.36291,0.81965
MLPRegressor_26,21.61759,4.64947,3.68754,0.78252
MLPRegressor_27,28.14193,5.30490,4.31684,0.70661
MLPRegressor_28,25.08062,5.00806,3.90746,0.73736
MLPRegressor_29,13.63032,3.69193,2.91303,0.84749
MLPRegressor_30,18.34322,4.28290,3.20830,0.79797
MLPRegressor_31,29.52478,5.43367,4.18225,0.69832
MLPRegressor_32,23.83975,4.88260,3.99814,0.74178
MLPRegressor_33,25.51074,5.05082,3.86829,0.69523
MLPRegressor_34,22.08106,4.69905,3.81736,0.74821
MLPRegressor_35,25.39552,5.03940,3.94612,0.76157
MLPRegressor_36,19.25479,4.38803,3.40286,0.76812
MLPRegressor_37,13.43944,3.66598,2.87743,0.87493
MLPRegressor_38,17.76749,4.21515,3.22501,0.81055
MLPRegressor_39,22.85356,4.78054,3.68785,0.77009
MLPRegressor_40,26.68472,5.16573,4.00519,0.71057
MLPRegressor_41,37.97361,6.16227,4.82634,0.60379
MLPRegressor_42,20.78999,4.55960,3.70087,0.79115
MLPRegressor_43,28.04796,5.29603,4.20213,0.69936
MLPRegressor_44,16.42285,4.05251,3.07121,0.84734
MLPRegressor_45,24.02684,4.90172,3.80169,0.75340
MLPRegressor_46,20.24175,4.49908,3.45335,0.78920
MLPRegressor_47,32.61904,5.71131,4.66131,0.67979
MLPRegressor_48,19.26957,4.38971,3.38922,0.79211
