train_label, mse, rmse, mae, r2
MLPRegressor_23,21.91122,4.68094,3.60886,0.75585
MLPRegressor_24,10.29286,3.20825,2.46907,0.88676
MLPRegressor_25,21.84650,4.67402,3.64874,0.75460
MLPRegressor_26,14.90105,3.86019,2.91434,0.84609
MLPRegressor_27,20.59271,4.53792,3.48231,0.77561
MLPRegressor_28,23.83081,4.88168,3.68079,0.76231
MLPRegressor_29,14.94696,3.86613,3.02032,0.84595
MLPRegressor_30,18.91702,4.34937,3.42589,0.81072
MLPRegressor_31,19.03405,4.36280,3.22960,0.79158
MLPRegressor_32,18.57548,4.30993,3.12842,0.82022
MLPRegressor_33,21.28933,4.61404,3.56917,0.74965
MLPRegressor_34,17.28111,4.15706,3.22438,0.81817
MLPRegressor_35,18.48365,4.29926,3.17890,0.81523
MLPRegressor_36,15.23738,3.90351,3.08448,0.82554
MLPRegressor_37,20.29571,4.50508,3.46183,0.78474
MLPRegressor_38,25.70315,5.06983,3.92572,0.74186
MLPRegressor_39,31.18405,5.58427,4.35684,0.67487
MLPRegressor_40,20.18284,4.49253,3.48156,0.75806
MLPRegressor_41,33.00667,5.74514,4.45080,0.66313
MLPRegressor_42,18.80074,4.33598,3.44334,0.80765
MLPRegressor_43,24.51807,4.95157,3.82466,0.75467
MLPRegressor_44,20.32928,4.50880,3.64855,0.77979
MLPRegressor_45,17.49519,4.18273,3.30768,0.81164
MLPRegressor_46,16.63168,4.07820,3.21266,0.79683
MLPRegressor_47,20.66966,4.54639,3.45342,0.80216
MLPRegressor_48,20.36880,4.51318,3.51321,0.79629
MLPRegressor_49,22.66088,4.76034,3.61075,0.78389
MLPRegressor_50,23.71226,4.86952,3.78327,0.77135
MLPRegressor_51,20.90399,4.57209,3.54962,0.77592
MLPRegressor_52,22.93212,4.78875,3.79830,0.76086
MLPRegressor_53,28.68300,5.35565,3.99977,0.71941
MLPRegressor_54,24.24192,4.92361,3.85693,0.74867
MLPRegressor_55,24.71886,4.97181,3.93279,0.76849
MLPRegressor_56,21.88192,4.67781,3.68621,0.76426
MLPRegressor_57,23.97602,4.89653,3.83660,0.74875
MLPRegressor_58,13.74495,3.70742,2.98911,0.84406
MLPRegressor_59,24.04299,4.90337,3.83828,0.77069
MLPRegressor_60,15.34884,3.91776,2.96431,0.83616
MLPRegressor_61,21.67522,4.65567,3.52110,0.78160
MLPRegressor_62,25.11176,5.01116,3.81355,0.72873
MLPRegressor_63,25.30883,5.03079,3.90345,0.72156
MLPRegressor_64,22.64628,4.75881,3.60365,0.76055
MLPRegressor_65,25.32687,5.03258,3.90059,0.71675
MLPRegressor_66,22.28713,4.72092,3.77054,0.75550
MLPRegressor_67,21.11113,4.59468,3.53169,0.80997
