train_label, mse, rmse, mae, r2
RandomForestRegressor_53,2.72629,1.65115,0.90277,0.96860
RandomForestRegressor_54,2.23267,1.49421,0.86919,0.97643
RandomForestRegressor_55,1.88052,1.37132,0.75836,0.97863
RandomForestRegressor_56,2.09206,1.44639,0.82683,0.97512
RandomForestRegressor_57,1.95969,1.39989,0.81026,0.97784
RandomForestRegressor_58,1.90108,1.37880,0.80710,0.97838
RandomForestRegressor_59,2.40581,1.55107,0.92381,0.97457
RandomForestRegressor_60,2.30948,1.51970,0.87760,0.97640
RandomForestRegressor_61,2.53333,1.59164,0.86699,0.96944
RandomForestRegressor_62,2.52400,1.58871,0.86308,0.97638
RandomForestRegressor_63,2.12382,1.45733,0.82702,0.97374
RandomForestRegressor_64,1.91438,1.38361,0.79640,0.97924
RandomForestRegressor_65,2.27760,1.50917,0.81399,0.97623
RandomForestRegressor_66,2.36252,1.53705,0.80676,0.97503
RandomForestRegressor_67,1.97002,1.40357,0.82051,0.97691
RandomForestRegressor_68,2.30733,1.51899,0.86834,0.97517
RandomForestRegressor_69,1.90258,1.37934,0.72892,0.97944
RandomForestRegressor_70,1.80069,1.34190,0.73498,0.98094
RandomForestRegressor_71,2.22464,1.49152,0.88007,0.97680
RandomForestRegressor_72,2.83536,1.68385,0.90570,0.96965
RandomForestRegressor_73,2.66260,1.63175,0.94042,0.97183
RandomForestRegressor_74,2.43130,1.55926,0.83240,0.97434
RandomForestRegressor_75,2.04433,1.42980,0.79580,0.97908
RandomForestRegressor_76,2.18244,1.47731,0.82343,0.97706
RandomForestRegressor_77,1.56418,1.25067,0.73204,0.98371
RandomForestRegressor_78,2.01299,1.41880,0.83923,0.97651
RandomForestRegressor_79,1.86734,1.36651,0.82170,0.98106
RandomForestRegressor_80,2.10768,1.45179,0.80743,0.97595
RandomForestRegressor_81,2.51208,1.58495,0.86158,0.97180
RandomForestRegressor_82,1.74172,1.31974,0.78056,0.98247
RandomForestRegressor_83,2.09877,1.44871,0.82574,0.97657
RandomForestRegressor_84,2.35091,1.53327,0.89032,0.97524
RandomForestRegressor_85,1.93221,1.39004,0.80422,0.97726
RandomForestRegressor_86,2.05188,1.43244,0.81336,0.97769
RandomForestRegressor_87,2.19641,1.48203,0.82436,0.97775
RandomForestRegressor_88,2.51907,1.58716,0.96567,0.97238
RandomForestRegressor_89,2.37317,1.54051,0.92140,0.96996
RandomForestRegressor_90,1.73374,1.31671,0.70369,0.98029
RandomForestRegressor_91,1.59194,1.26172,0.70905,0.98096
RandomForestRegressor_92,2.05800,1.43457,0.78898,0.97467
RandomForestRegressor_93,1.95088,1.39674,0.79589,0.97871
RandomForestRegressor_94,2.43952,1.56190,0.86795,0.97301
RandomForestRegressor_95,2.16705,1.47209,0.82710,0.97756
RandomForestRegressor_96,1.69949,1.30365,0.70486,0.97985
RandomForestRegressor_97,1.81408,1.34688,0.75960,0.98203
RandomForestRegressor_98,1.94434,1.39440,0.79787,0.97888
RandomForestRegressor_99,2.59610,1.61124,0.86160,0.97332
,,,,
train_label, mse_mean, rmse_mean, mae_mean, r2_mean
LinearRegression,9.43337,3.06633,2.15807,0.90002
SVR,27.08051,5.19029,3.74048,0.71734
GaussianProcessRegressor,2.31276,1.51464,0.87132,0.97465
MLPRegressor,23.11671,4.77755,3.69224,0.75660
RandomForestRegressor,2.08212,1.43806,0.81224,0.97706
,,,,
train_label, mse_std, rmse_std, mae_std, r2_std
LinearRegression,1.07185,0.17603,0.12931,0.01188
SVR,3.90883,0.37607,0.26432,0.02711
GaussianProcessRegressor,0.42343,0.13649,0.07374,0.00458
MLPRegressor,5.19546,0.54012,0.45426,0.05339
RandomForestRegressor,0.34483,0.11879,0.06760,0.00368
